0.255852 -1.81026 1000
0.640675 -2.02084 990
0.510956 -1.83027 980.1
0.755943 -2.21145 970.299
0.350063 -1.75729 960.596
0.479812 -1.79921 950.99
0.526246 -1.84812 941.48
0.360851 -1.75528 932.065
0.0805536 -1.97087 922.745
0.491134 -1.80964 913.517
0.618564 -1.98375 904.382
0.220496 -1.84218 895.338
0.544282 -1.87117 886.385
0.326548 -1.76488 877.521
0.267907 -1.80051 868.746
0.171361 -1.89089 860.058
0.437315 -1.76947 851.458
0.420057 -1.76181 842.943
0.0527818 -1.98694 834.514
0.41023 -1.75862 826.169
0.295618 -1.78098 817.907
0.138157 -1.92333 809.728
0.611881 -1.97276 801.631
0.494247 -1.81269 793.614
0.302332 -1.77694 785.678
0.521775 -1.84273 777.821
0.14391 -1.91787 770.043
0.535691 -1.85993 762.343
0.496368 -1.8148 754.719
0.804315 -2.27734 747.172
0.906842 -2.36038 739.7
0.982208 -2.36059 732.303
0.521821 -1.84279 724.98
0.952086 -2.36702 717.731
0.51471 -1.8345 710.553
0.0851466 -1.96771 703.448
0.109821 -1.94864 696.413
0.114566 -1.94463 689.449
0.134175 -1.92706 682.555
0.0852992 -1.9676 675.729
0.57767 -1.91878 668.972
0.669576 -2.07021 662.282
0.647649 -2.0327 655.659
0.221473 -1.84124 649.103
0.0752739 -1.97434 642.612
0.376171 -1.75408 636.185
0.0379803 -1.9931 629.824
0.372143 -1.7542 623.525
0.441557 -1.77175 617.29
0.57622 -1.91659 611.117
0.772011 -2.23481 605.006
0.300363 -1.7781 598.956
0.735908 -2.18064 592.966
0.452284 -1.7782 587.037
0.443083 -1.7726 581.166
0.114505 -1.94468 575.355
0.312983 -1.77113 569.601
0.402051 -1.7566 563.905
0.646977 -2.03156 558.266
0.801386 -2.27376 552.683
1.0623 -2.30324 547.157
1.23276 -2.04279 541.685
1.41046 -1.76061 536.268
0.937376 -2.36701 530.906
0.551302 -1.88068 525.596
0.432844 -1.76723 520.341
0.096118 -1.95964 515.137
0.391339 -1.75485 509.986
0.031785 -1.99513 504.886
0.152043 -1.91001 499.837
0.514039 -1.83374 494.839
0.0524918 -1.98708 489.89
0.101917 -1.9551 484.991
0.0722068 -1.97627 480.141
0.407163 -1.75779 475.34
0.29664 -1.78035 470.587
0.166677 -1.89557 465.881
0.305643 -1.77505 461.222
0.0204321 -1.99796 456.61
0.519181 -1.83967 452.044
0.492859 -1.81132 447.523
0.830134 -2.30632 443.048
0.334742 -1.76175 438.618
0.270577 -1.79845 434.231
0.123432 -1.93686 429.889
0.580981 -1.9238 425.59
1.00679 -2.34901 421.334
1.13895 -2.2024 417.121
1.18947 -2.11931 412.95
1.56444 -1.67288 408.82
1.34817 -1.84529 404.732
0.853175 -2.32787 400.685
1.32949 -1.87466 396.678
1.68099 -1.73333 392.711
1.362 -1.8246 388.784
1.22779 -2.0517 384.896
1.03322 -2.33048 381.047
0.82046 -2.29603 377.237
0.794656 -2.26531 373.464
0.562181 -1.89596 369.73
0.0659963 -1.97998 366.032
0.0658284 -1.98008 362.372
0.406644 -1.75766 358.748
0.682119 -2.09165 355.161
0.318476 -1.76844 351.609
0.124363 -1.93603 348.093
0.370937 -1.75427 344.612
0.712027 -2.14199 341.166
0.914167 -2.36278 337.754
1.31474 -1.89887 334.377
1.58643 -1.67632 331.033
1.8341 -1.9263 327.723
1.72199 -1.77609 324.446
1.39409 -1.78061 321.201
1.26785 -1.98001 317.989
1.65297 -1.70983 314.809
1.60425 -1.68198 311.661
1.27952 -1.95937 308.544
1.23153 -2.045 305.459
1.64519 -1.70423 302.404
1.80479 -1.88415 299.38
2.1973 -2.24412 296.387
1.85304 -1.95384 293.423
1.92795 -2.05981 290.488
1.5824 -1.67539 287.584
1.59328 -1.6782 284.708
1.83436 -1.92667 281.861
1.88043 -1.99351 279.042
1.46368 -1.70875 276.252
1.58715 -1.6765 273.489
1.53433 -1.67468 270.754
1.89984 -2.02113 268.047
1.9239 -2.05437 265.366
2.22654 -2.23799 262.713
2.28558 -2.21109 260.085
2.78411 -1.83201 257.485
2.41919 -2.09759 254.91
2.73965 -1.83981 252.361
2.87236 -1.84161 249.837
2.72317 -1.84493 247.339
2.6803 -1.8638 244.865
2.31126 -2.19404 242.417
2.11773 -2.23397 239.992
1.78079 -1.85068 237.593
2.20904 -2.24227 235.217
2.66955 -1.86975 232.864
2.87669 -1.84287 230.536
2.39619 -2.12057 228.23
2.23913 -2.23382 225.948
2.2367 -2.2347 223.689
2.27203 -2.21886 221.452
2.59319 -1.92456 219.237
2.79472 -1.83143 217.045
2.53792 -1.97535 214.874
2.25677 -2.22651 212.726
2.06928 -2.20815 210.598
1.91282 -2.03923 208.492
1.64177 -1.7019 206.408
1.26852 -1.97882 204.343
0.96585 -2.36515 202.3
1.28738 -1.9456 200.277
1.67815 -1.73073 198.274
1.60666 -1.68294 196.292
1.7022 -1.75432 194.329
1.75535 -1.81686 192.385
2.18024 -2.2453 190.461
2.64249 -1.88675 188.557
2.38685 -2.12963 186.671
2.19561 -2.24431 184.805
2.30741 -2.19678 182.957
2.01308 -2.16072 181.127
2.13459 -2.23948 179.316
2.06822 -2.20742 177.523
2.30805 -2.19633 175.747
1.94157 -2.07781 173.99
1.99072 -2.13719 172.25
2.10601 -2.22907 170.527
1.90463 -2.02785 168.822
1.97108 -2.11463 167.134
1.93536 -2.06968 165.463
2.03484 -2.18117 163.808
1.79156 -1.86555 162.17
2.25781 -2.22603 160.548
2.28193 -2.21327 158.943
2.22335 -2.2389 157.353
2.54289 -1.97049 155.78
2.45151 -2.0642 154.222
2.40922 -2.10765 152.68
2.51947 -1.99372 151.153
2.23359 -2.23577 149.641
2.37701 -2.13897 148.145
2.24873 -2.23005 146.664
2.50732 -2.00608 145.197
2.28001 -2.21439 143.745
2.11824 -2.23416 142.307
1.98621 -2.13215 140.884
1.77586 -1.84397 139.476
2.06693 -2.20653 138.081
2.34948 -2.16375 136.7
2.27421 -2.21767 135.333
2.45877 -2.05661 133.98
2.24406 -2.23195 132.64
2.30044 -2.20158 131.313
1.80432 -1.88348 130
1.51968 -1.67832 128.7
1.09497 -2.2649 127.413
1.07384 -2.29058 126.139
0.703238 -2.12736 124.878
