0.354823 -1.75629 1000
0.8464 -2.32198 990
0.421628 -1.7624 980.1
0.244819 -1.81975 970.299
0.0843684 -1.96825 960.596
0.58211 -1.92552 950.99
0.938368 -2.36707 941.48
0.581683 -1.92487 932.065
0.976974 -2.36232 922.745
1.10025 -2.258 913.517
1.48502 -1.69411 904.382
1.26811 -1.97955 895.338
1.47919 -1.69775 886.385
1.49986 -1.68612 877.521
1.48932 -1.69161 868.746
0.999298 -2.35313 860.058
1.1671 -2.15725 851.458
0.920652 -2.36448 842.943
0.66895 -2.06914 834.514
1.0976 -2.26149 826.169
0.871258 -2.34168 817.907
0.670919 -2.07251 809.728
0.218619 -1.84398 801.631
0.286843 -1.78669 793.614
0.526063 -1.8479 785.678
0.165685 -1.89655 777.821
0.0844905 -1.96817 770.043
0.0911893 -1.96335 762.343
0.34344 -1.759 754.719
0.362987 -1.755 747.172
0.0194555 -1.99815 739.7
0.478317 -1.79791 732.303
0.182577 -1.87964 724.98
0.555864 -1.88701 717.731
0.860851 -2.33407 710.553
0.501541 -1.82011 703.448
0.779885 -2.24576 696.413
0.311686 -1.7718 689.449
0.78367 -2.25089 682.555
0.795282 -2.26611 675.729
1.14003 -2.20072 668.972
1.05011 -2.3155 662.282
1.04634 -2.31904 655.659
1.50316 -1.6846 649.103
1.60547 -1.68246 642.612
1.42271 -1.74683 636.185
1.14034 -2.20025 629.824
0.950987 -2.36709 623.525
