000000000000000100000000 2067538 1
000000010010000101000100 6639885 2
000000011010100101000100 9572414 3
000000010011110101000100 10261846 6
000100010011110101001100 12687305 8
000100010011111101000100 12739093 15
000100110011111101000100 12808759 18
000100110011111101010100 12874490 31
000100110011111100011100 12922324 43
000100100011110100111110 12964874 52
000101100011110100111110 13062300 80
000111100011110100110110 13104783 376
100111100010110100110111 13250349 429
100111100110100100110011 13256266 448
100111100110010100110011 13323266 491
100111100111110100010001 13333107 1118
100111100111100101010011 13333183 1884
100110100111101100010011 13335379 5104
100100100110111110010011 13337321 5485
100101000110111110010011 13365081 5552
110101000110110100010011 13413446 5806
100101001110110100010011 13416130 6124
100101101110110100000011 13420065 6213
100100101110110100000101 13433625 8815
110100100110110100010101 13496672 8996
110100100110100101010111 13496748 10861
110110100110100100000111 13521334 12786
110111000110100100000111 13549094 13184
